"site","nsamps","nsubs","repl","hab_woody","hab_grass","rich.tot","rich.pif","rich.for"
4,6,7,41,1,1,58,10,11
4,6,8,41,1,1,59,11,12
4,7,1,41,1,1,40,6,8
4,7,2,41,1,1,49,8,8
4,7,3,41,1,1,51,10,9
4,7,4,41,1,1,56,9,11
4,7,5,41,1,1,53,9,12
4,7,6,41,1,1,52,10,8
4,7,7,41,1,1,58,11,10
4,7,8,41,1,1,62,12,12
4,8,1,41,1,1,35,3,7
4,8,2,41,1,1,54,8,9
4,8,3,41,1,1,49,9,8
4,8,4,41,1,1,57,11,9
4,8,5,41,1,1,60,12,11
4,8,6,41,1,1,63,13,12
4,8,7,41,1,1,62,12,12
4,8,8,41,1,1,63,12,12
4,9,1,41,1,1,44,7,8
4,9,2,41,1,1,49,8,8
4,9,3,41,1,1,57,11,10
4,9,4,41,1,1,59,12,12
4,9,5,41,1,1,60,11,11
4,9,6,41,1,1,64,13,12
4,9,7,41,1,1,62,12,11
4,9,8,41,1,1,64,13,12
1,1,1,42,1,0,10,2,1
1,1,2,42,1,0,18,1,4
1,1,3,42,1,0,13,0,4
1,1,4,42,1,0,32,1,7
1,1,5,42,1,0,25,2,2
1,1,6,42,0,1,24,3,2
1,1,7,42,1,0,41,5,7
1,1,8,42,1,0,29,2,3
1,2,1,42,1,0,20,2,6
1,2,2,42,1,1,26,3,5
1,2,3,42,1,0,21,1,6
1,2,4,42,1,0,31,3,4
1,2,5,42,1,0,38,8,9
1,2,6,42,1,0,37,4,7
1,2,7,42,1,0,46,9,10
1,2,8,42,1,0,43,5,8
1,3,1,42,1,1,28,5,2
1,3,2,42,1,1,33,3,8
1,3,3,42,1,0,35,4,7
1,3,4,42,1,1,49,8,8
1,3,5,42,1,0,42,6,7
1,3,6,42,1,0,48,6,11
1,3,7,42,1,1,45,6,10
1,3,8,42,1,0,41,5,6
1,4,1,42,1,0,30,3,3
1,4,2,42,1,0,36,5,7
1,4,3,42,1,0,39,5,9
1,4,4,42,1,0,47,8,9
1,4,5,42,1,1,46,6,9
1,4,6,42,1,1,54,9,10
1,4,7,42,1,0,52,9,11
1,4,8,42,1,0,48,7,9
1,5,1,42,1,0,34,5,6
1,5,2,42,1,1,39,7,8
1,5,3,42,1,0,39,8,6
1,5,4,42,1,1,45,7,10
1,5,5,42,1,1,50,8,9
1,5,6,42,1,0,39,4,7
1,5,7,42,1,0,58,9,12
1,5,8,42,1,0,50,7,9
1,6,1,42,1,0,38,7,8
1,6,2,42,1,1,48,6,10
1,6,3,42,1,1,46,6,9
1,6,4,42,1,1,53,11,9
1,6,5,42,1,0,53,7,11
1,6,6,42,1,0,50,9,9
1,6,7,42,1,1,56,11,11
1,7,1,42,1,0,43,7,9
1,7,2,42,1,1,42,8,6
1,7,3,42,1,0,45,6,9
1,7,4,42,1,1,51,9,8
1,7,5,42,1,0,52,10,11
1,7,6,42,1,0,50,9,10
1,7,7,42,1,0,51,9,9
1,8,1,42,1,0,32,5,3
1,8,2,42,1,0,42,7,9
1,8,3,42,1,0,54,9,10
1,8,4,42,1,1,46,7,9
1,8,5,42,1,1,51,10,9
1,8,6,42,1,0,55,9,11
1,8,7,42,1,1,52,8,11
1,9,1,42,1,1,40,6,8
1,9,2,42,1,1,45,7,9
1,9,3,42,1,1,47,7,8
1,9,4,42,1,1,48,8,10
1,9,5,42,1,0,53,10,11
1,9,6,42,1,0,54,9,10
1,9,7,42,1,1,56,11,11
1,10,1,42,1,1,43,8,8
1,10,2,42,1,1,48,8,10
1,10,3,42,1,1,54,11,9
1,10,4,42,1,1,50,7,11
1,10,5,42,1,1,55,10,11
1,10,6,42,1,1,53,8,10
1,10,7,42,1,1,55,8,11
1,11,1,42,1,1,43,8,6
1,11,2,42,1,1,48,9,10
1,11,3,42,1,1,49,9,10
1,11,4,42,1,0,56,11,10
1,11,5,42,1,1,60,11,11
1,11,6,42,1,1,59,12,12
1,11,7,42,1,1,60,12,11
1,12,1,42,1,1,43,4,9
1,12,2,42,1,1,54,10,11
1,12,3,42,1,1,49,9,8
1,12,4,42,1,1,57,11,11
1,12,5,42,1,1,57,10,12
1,12,6,42,1,0,57,10,10
1,12,7,42,1,1,61,13,12
1,13,1,42,1,1,43,4,9
1,13,2,42,1,0,52,9,11
1,13,3,42,1,1,54,9,10
1,13,4,42,1,1,54,10,11
1,13,5,42,1,1,60,11,12
1,13,6,42,1,1,58,12,10
1,13,7,42,1,1,61,12,12
1,14,1,42,1,1,40,6,8
1,14,2,42,1,1,52,8,10
1,14,3,42,1,1,55,12,11
1,14,4,42,1,1,54,10,11
1,14,5,42,1,1,59,12,12
1,14,6,42,1,1,62,13,12
1,14,7,42,1,1,60,12,12
1,15,1,42,1,1,47,7,8
1,15,2,42,1,1,52,9,11
1,15,3,42,1,1,57,9,10
1,15,4,42,1,1,57,10,11
1,15,5,42,1,1,59,12,11
1,15,6,42,1,1,60,12,12
1,15,7,42,1,1,62,12,12
1,16,1,42,1,1,45,7,8
1,16,2,42,1,1,49,9,10
1,16,3,42,1,1,56,11,10
1,16,4,42,1,1,58,10,11
1,16,5,42,1,1,60,11,10
1,16,6,42,1,1,63,12,12
1,16,7,42,1,1,63,13,12
1,17,1,42,1,1,46,7,10
1,17,2,42,1,1,50,10,8
1,17,3,42,1,1,55,10,10
1,17,4,42,1,1,58,11,11
1,17,5,42,1,1,62,11,12
1,17,6,42,1,1,64,13,12
1,17,7,42,1,1,64,13,12
1,18,1,42,1,1,50,10,9
1,18,2,42,1,1,57,11,12
1,18,3,42,1,1,55,10,10
1,18,4,42,1,1,58,12,11
1,18,5,42,1,1,58,12,11
1,18,6,42,1,1,61,13,11
1,18,7,42,1,1,64,13,12
1,19,1,42,1,1,49,7,10
1,19,2,42,1,1,51,11,9
1,19,3,42,1,1,56,11,12
1,19,4,42,1,1,56,10,10
1,19,5,42,1,1,61,13,11
1,19,6,42,1,1,62,13,11
2,1,1,42,0,1,23,1,5
2,1,2,42,0,1,34,4,4
2,1,3,42,0,1,30,4,5
2,1,4,42,0,1,37,4,6
2,1,5,42,1,0,23,4,2
2,1,6,42,0,1,35,4,7
2,2,1,42,1,1,26,6,2
2,2,2,42,1,0,31,4,6
2,2,3,42,1,0,29,2,5
2,2,4,42,1,1,43,5,10
2,2,5,42,1,1,39,5,8
2,2,6,42,1,0,46,7,7
2,3,1,42,1,1,36,4,5
2,3,2,42,1,1,36,7,6
2,3,3,42,1,1,51,9,10
2,3,4,42,1,1,40,4,7
2,3,5,42,1,0,42,7,7
2,3,6,42,1,1,50,7,9
2,4,1,42,1,1,34,3,7
2,4,2,42,1,1,44,5,6
2,4,3,42,1,1,43,6,8
2,4,4,42,1,1,48,7,9
2,4,5,42,1,1,56,9,12
2,4,6,42,1,1,49,5,9
2,5,1,42,1,1,33,3,6
2,5,2,42,1,1,49,10,5
2,5,3,42,1,1,49,7,11
2,5,4,42,1,1,46,8,7
2,5,5,42,1,1,54,10,10
2,5,6,42,1,1,55,10,8
2,6,1,42,1,1,42,8,7
2,6,2,42,1,1,49,9,6
2,6,3,42,1,1,48,9,8
2,6,4,42,1,1,49,8,8
2,6,5,42,1,1,53,9,10
2,6,6,42,1,1,56,10,9
2,7,1,42,1,1,39,6,6
2,7,2,42,1,1,49,9,9
2,7,3,42,1,1,47,8,9
2,7,4,42,1,1,52,8,9
2,7,5,42,1,1,55,10,10
2,7,6,42,1,1,56,10,9
2,8,1,42,1,1,38,4,7
2,8,2,42,1,1,48,7,7
2,8,3,42,1,1,54,9,10
2,8,4,42,1,1,56,10,11
2,8,5,42,1,1,62,11,12
2,9,1,42,1,1,45,8,9
2,9,2,42,1,1,47,8,8
2,9,3,42,1,1,50,7,9
2,9,4,42,1,1,51,7,11
2,9,5,42,1,1,58,11,11
2,10,1,42,1,1,42,6,7
2,10,2,42,1,1,48,8,9
2,10,3,42,1,1,56,9,11
2,10,4,42,1,1,58,11,11
2,10,5,42,1,1,59,11,12
2,11,1,42,1,1,44,7,10
2,11,2,42,1,1,51,8,11
2,11,3,42,1,1,57,10,11
2,11,4,42,1,1,58,10,11
2,11,5,42,1,1,61,11,12
2,12,1,42,1,1,46,7,10
2,12,2,42,1,1,54,10,11
2,12,3,42,1,1,56,10,10
2,12,4,42,1,1,62,11,12
2,12,5,42,1,1,60,10,12
2,13,1,42,1,1,45,8,9
2,13,2,42,1,1,54,10,11
2,13,3,42,1,1,58,9,11
2,13,4,42,1,1,60,11,12
2,13,5,42,1,1,61,11,12
3,1,1,42,1,0,6,0,2
3,1,2,42,1,0,26,1,5
3,1,3,42,1,0,29,4,5
3,1,4,42,1,0,30,3,6
3,1,5,42,1,0,33,1,7
3,1,6,42,1,0,42,6,7
3,1,7,42,1,0,43,7,6
3,1,8,42,1,0,32,3,4
3,2,1,42,1,0,30,5,4
3,2,2,42,1,0,35,3,6
3,2,3,42,1,0,39,4,8
3,2,4,42,1,0,41,3,8
3,2,5,42,1,0,46,7,8
3,2,6,42,1,0,43,7,8
3,2,7,42,1,0,44,4,8
3,2,8,42,1,0,48,7,7
3,3,1,42,1,0,26,2,4
3,3,2,42,1,0,37,3,8
3,3,3,42,1,0,42,7,7
3,3,4,42,1,0,48,6,11
3,3,5,42,1,0,48,6,10
3,3,6,42,1,0,51,8,10
3,3,7,42,1,0,49,7,10
3,3,8,42,1,0,54,8,10
3,4,1,42,1,0,31,2,5
3,4,2,42,1,0,43,4,10
3,4,3,42,1,0,45,6,9
3,4,4,42,1,0,45,5,9
3,4,5,42,1,0,48,7,9
3,4,6,42,1,0,52,6,10
3,4,7,42,1,0,53,7,9
3,5,1,42,1,0,30,2,6
3,5,2,42,1,0,46,9,8
3,5,3,42,1,0,46,4,8
3,5,4,42,1,0,52,7,11
3,5,5,42,1,0,55,7,11
3,5,6,42,1,0,56,8,11
3,5,7,42,1,0,54,8,10
3,6,1,42,1,0,37,7,4
3,6,2,42,1,0,45,9,6
3,6,3,42,1,0,52,8,9
3,6,4,42,1,0,51,6,10
3,6,5,42,1,0,58,8,11
3,6,6,42,1,0,58,9,12
3,6,7,42,1,0,60,9,12
4,1,1,42,1,0,24,2,3
4,1,2,42,0,1,23,4,2
4,1,3,42,1,0,27,3,5
4,1,4,42,1,0,16,1,4
4,1,5,42,0,1,30,6,5
4,1,6,42,0,1,28,7,3
4,1,7,42,1,0,44,7,7
4,1,8,42,1,0,36,4,7
4,1,9,42,0,1,39,6,6
4,2,1,42,1,0,16,0,4
4,2,2,42,1,0,29,3,6
4,2,3,42,1,0,37,5,6
4,2,4,42,1,1,42,7,5
4,2,5,42,1,0,41,5,7
4,2,6,42,1,0,45,8,7
4,2,7,42,1,0,35,4,5
4,2,8,42,1,0,42,6,10
4,2,9,42,1,0,46,5,9
4,3,1,42,1,1,27,6,2
4,3,2,42,1,1,36,5,7
4,3,3,42,1,0,47,4,11
4,3,4,42,1,0,49,8,10
4,3,5,42,1,1,47,7,9
4,3,6,42,1,1,45,7,9
4,3,7,42,1,1,54,11,10
4,3,8,42,1,0,55,8,11
4,3,9,42,1,1,55,10,9
4,4,1,42,1,1,38,6,5
4,4,2,42,1,1,39,4,7
4,4,3,42,1,1,43,7,9
4,4,4,42,1,0,51,6,10
4,4,5,42,1,0,51,8,11
4,4,6,42,1,1,53,10,10
4,4,7,42,1,1,55,10,10
4,4,8,42,1,1,56,9,11
4,5,1,42,1,0,32,2,5
4,5,2,42,1,1,44,9,7
4,5,3,42,1,1,46,8,8
4,5,4,42,1,1,51,9,9
4,5,5,42,1,1,51,9,10
4,5,6,42,1,1,56,11,9
4,5,7,42,1,1,59,10,10
4,5,8,42,1,1,61,11,11
4,6,1,42,1,1,42,4,9
4,6,2,42,1,1,44,10,7
4,6,3,42,1,1,51,9,8
4,6,4,42,1,1,56,11,9
4,6,5,42,1,1,56,10,12
4,6,6,42,1,1,53,10,9
4,6,7,42,1,1,57,11,11
4,6,8,42,1,1,64,13,12
4,7,1,42,1,1,38,8,6
4,7,2,42,1,1,50,8,10
4,7,3,42,1,1,48,9,9
4,7,4,42,1,1,57,10,10
4,7,5,42,1,1,60,11,12
4,7,6,42,1,1,58,11,10
4,7,7,42,1,1,63,12,12
4,7,8,42,1,1,61,13,12
4,8,1,42,1,1,39,7,8
4,8,2,42,1,1,51,9,9
4,8,3,42,1,1,57,10,9
4,8,4,42,1,1,57,12,9
4,8,5,42,1,1,57,10,10
4,8,6,42,1,1,60,12,10
4,8,7,42,1,1,60,11,11
4,8,8,42,1,1,64,13,12
4,9,1,42,1,1,45,7,9
4,9,2,42,1,1,49,9,9
4,9,3,42,1,1,58,11,11
4,9,4,42,1,1,57,9,10
4,9,5,42,1,1,57,9,10
4,9,6,42,1,1,63,13,12
4,9,7,42,1,1,64,13,12
4,9,8,42,1,1,63,13,12
1,1,1,43,1,0,13,1,3
1,1,2,43,1,0,19,1,4
1,1,3,43,1,0,29,4,6
1,1,4,43,0,1,43,7,6
1,1,5,43,1,0,34,4,6
1,1,6,43,1,0,35,6,6
1,1,7,43,1,0,22,0,6
1,1,8,43,1,0,36,4,7
1,2,1,43,1,0,26,4,4
1,2,2,43,1,0,36,4,7
1,2,3,43,1,0,34,3,7
1,2,4,43,1,0,34,2,8
1,2,5,43,1,0,44,7,8
1,2,6,43,1,0,36,4,7
1,2,7,43,1,0,43,7,11
1,2,8,43,1,0,36,5,6
1,3,1,43,1,0,24,2,5
1,3,2,43,1,0,28,2,5
1,3,3,43,1,0,30,3,7
1,3,4,43,1,1,41,7,7
1,3,5,43,1,1,46,6,11
1,3,6,43,1,0,46,8,9
1,3,7,43,1,0,40,5,8
1,3,8,43,1,0,42,4,8
1,4,1,43,1,1,40,5,7
1,4,2,43,1,0,33,3,5
1,4,3,43,1,1,38,8,8
1,4,4,43,1,1,41,5,9
1,4,5,43,1,0,45,7,8
1,4,6,43,1,1,51,11,8
1,4,7,43,1,1,51,9,6
1,4,8,43,1,0,46,5,9
1,5,1,43,1,1,35,4,5
1,5,2,43,1,0,43,6,7
1,5,3,43,1,0,43,7,7
1,5,4,43,1,1,41,4,6
1,5,5,43,1,0,43,7,7
1,5,6,43,1,1,52,8,9
1,5,7,43,1,0,51,7,9
1,5,8,43,1,0,50,7,9
1,6,1,43,1,0,40,6,9
1,6,2,43,1,0,39,6,8
1,6,3,43,1,1,42,6,8
1,6,4,43,1,0,46,6,11
1,6,5,43,1,0,53,9,10
1,6,6,43,1,1,53,9,9
1,6,7,43,1,1,54,8,10
1,7,1,43,1,1,43,7,8
1,7,2,43,1,0,42,6,8
1,7,3,43,1,1,45,5,9
1,7,4,43,1,1,46,9,9
1,7,5,43,1,0,49,9,9
1,7,6,43,1,0,56,10,10
1,7,7,43,1,1,50,7,11
1,8,1,43,1,1,40,4,8
1,8,2,43,1,1,44,7,9
1,8,3,43,1,0,49,7,10
1,8,4,43,1,0,51,9,10
1,8,5,43,1,1,53,9,10
1,8,6,43,1,1,53,8,11
1,8,7,43,1,1,55,10,12
1,9,1,43,1,1,38,7,7
1,9,2,43,1,1,47,9,10
1,9,3,43,1,1,49,7,11
1,9,4,43,1,1,53,10,10
1,9,5,43,1,1,54,10,9
1,9,6,43,1,0,54,10,11
1,9,7,43,1,1,59,12,11
1,10,1,43,1,1,38,8,6
1,10,2,43,1,0,44,7,8
1,10,3,43,1,1,51,9,9
1,10,4,43,1,1,55,10,11
1,10,5,43,1,1,60,11,11
1,10,6,43,1,1,57,12,11
1,10,7,43,1,0,54,10,11
1,11,1,43,1,1,40,7,7
1,11,2,43,1,0,48,8,10
1,11,3,43,1,1,49,8,8
1,11,4,43,1,1,50,9,8
1,11,5,43,1,1,54,10,9
1,11,6,43,1,0,57,10,12
1,11,7,43,1,0,53,8,11
1,12,1,43,1,1,48,8,9
1,12,2,43,1,1,46,7,9
1,12,3,43,1,0,51,9,8
1,12,4,43,1,1,54,9,12
1,12,5,43,1,1,58,11,10
1,12,6,43,1,1,56,10,11
1,12,7,43,1,1,60,11,12
1,13,1,43,1,1,43,7,8
1,13,2,43,1,1,49,9,10
1,13,3,43,1,1,56,10,10
1,13,4,43,1,1,56,10,11
1,13,5,43,1,1,55,9,10
1,13,6,43,1,1,58,12,10
1,13,7,43,1,1,59,12,11
1,14,1,43,1,1,45,7,7
1,14,2,43,1,1,55,10,10
1,14,3,43,1,1,51,8,9
1,14,4,43,1,1,56,10,12
1,14,5,43,1,1,56,11,11
1,14,6,43,1,1,60,10,12
1,14,7,43,1,1,64,13,12
1,15,1,43,1,1,48,8,7
1,15,2,43,1,1,46,7,9
1,15,3,43,1,1,54,8,12
1,15,4,43,1,1,56,11,10
1,15,5,43,1,1,57,11,10
1,15,6,43,1,1,59,12,11
1,15,7,43,1,1,61,13,11
1,16,1,43,1,1,47,8,8
1,16,2,43,1,1,50,8,10
1,16,3,43,1,1,57,10,11
1,16,4,43,1,1,55,10,10
1,16,5,43,1,1,56,10,11
1,16,6,43,1,1,61,11,12
1,16,7,43,1,1,60,13,11
1,17,1,43,1,1,43,5,10
1,17,2,43,1,1,52,11,10
1,17,3,43,1,1,57,10,11
1,17,4,43,1,1,57,10,11
1,17,5,43,1,1,57,10,10
1,17,6,43,1,1,60,13,12
1,17,7,43,1,1,64,13,12
1,18,1,43,1,1,42,7,8
1,18,2,43,1,1,54,10,10
1,18,3,43,1,1,58,12,12
1,18,4,43,1,1,57,12,11
1,18,5,43,1,1,62,13,12
1,18,6,43,1,1,61,12,12
1,18,7,43,1,1,64,13,12
1,19,1,43,1,1,46,8,9
1,19,2,43,1,1,49,9,10
1,19,3,43,1,1,59,11,11
1,19,4,43,1,1,59,10,10
1,19,5,43,1,1,61,12,12
1,19,6,43,1,1,61,12,12
2,1,1,43,0,1,16,1,2
2,1,2,43,1,0,19,4,1
2,1,3,43,0,1,31,3,9
2,1,4,43,1,0,23,4,2
2,1,5,43,0,1,35,4,7
2,1,6,43,0,1,35,4,7
2,2,1,43,1,0,17,2,2
2,2,2,43,1,1,30,3,3
2,2,3,43,1,0,29,4,4
2,2,4,43,0,1,49,8,9
2,2,5,43,1,0,39,7,5
2,2,6,43,1,1,47,9,6
2,3,1,43,1,1,37,4,5
2,3,2,43,1,0,29,6,4
2,3,3,43,1,1,41,6,9
2,3,4,43,1,1,40,5,6
2,3,5,43,1,1,51,7,8
2,3,6,43,1,0,45,7,8
2,4,1,43,1,1,36,5,5
2,4,2,43,1,1,33,6,4
2,4,3,43,1,0,43,7,9
2,4,4,43,1,1,47,8,9
2,4,5,43,1,1,53,8,12
2,4,6,43,1,1,49,8,9
2,5,1,43,1,1,33,3,6
2,5,2,43,1,1,36,4,8
2,5,3,43,1,1,46,5,9
2,5,4,43,0,1,51,7,10
2,5,5,43,1,1,52,9,10
2,5,6,43,1,1,55,10,9
2,6,1,43,1,1,35,4,5
2,6,2,43,1,1,46,8,11
2,6,3,43,1,1,45,6,10
2,6,4,43,1,1,52,10,11
2,6,5,43,1,1,54,9,11
2,6,6,43,1,1,56,10,9
2,7,1,43,1,1,40,4,8
2,7,2,43,1,1,47,7,9
2,7,3,43,1,1,54,10,10
2,7,4,43,1,1,60,11,12
2,7,5,43,1,1,53,10,11
2,7,6,43,1,1,56,10,9
2,8,1,43,1,1,35,4,7
2,8,2,43,1,1,50,10,8
2,8,3,43,1,1,50,8,11
2,8,4,43,1,1,53,10,11
2,8,5,43,1,1,55,8,12
2,9,1,43,1,1,44,8,8
2,9,2,43,1,1,49,6,11
2,9,3,43,1,1,52,10,9
2,9,4,43,1,1,57,11,11
2,9,5,43,1,1,55,9,10
2,10,1,43,1,1,41,6,8
2,10,2,43,1,1,52,9,9
2,10,3,43,1,1,54,9,9
2,10,4,43,1,1,54,10,10
2,10,5,43,1,1,58,10,12
2,11,1,43,1,1,48,8,9
2,11,2,43,1,1,51,8,9
2,11,3,43,1,1,57,9,10
2,11,4,43,1,1,60,11,12
2,11,5,43,1,1,62,11,12
2,12,1,43,1,1,44,7,8
2,12,2,43,1,1,55,8,10
2,12,3,43,1,1,56,10,12
2,12,4,43,1,1,58,9,12
2,12,5,43,1,1,60,10,12
2,13,1,43,1,1,43,6,9
2,13,2,43,1,1,52,10,10
2,13,3,43,1,1,59,11,10
2,13,4,43,1,1,61,11,12
2,13,5,43,1,1,61,11,12
3,1,1,43,1,0,23,1,4
3,1,2,43,1,0,24,2,3
3,1,3,43,1,0,34,4,5
3,1,4,43,1,0,30,3,6
3,1,5,43,1,0,23,2,3
3,1,6,43,1,0,35,4,7
3,1,7,43,1,0,38,4,9
3,1,8,43,1,0,44,7,7
3,2,1,43,1,0,18,0,3
3,2,2,43,1,0,29,3,5
3,2,3,43,1,0,41,4,7
3,2,4,43,1,0,36,6,7
3,2,5,43,1,0,42,5,7
3,2,6,43,1,0,43,4,8
3,2,7,43,1,0,51,8,12
3,2,8,43,1,0,45,6,7
3,3,1,43,1,0,22,1,4
3,3,2,43,1,0,38,2,8
3,3,3,43,1,0,41,5,7
3,3,4,43,1,0,44,5,8
3,3,5,43,1,0,52,7,10
3,3,6,43,1,0,45,6,10
3,3,7,43,1,0,52,6,10
3,3,8,43,1,0,54,8,10
3,4,1,43,1,0,30,2,5
3,4,2,43,1,0,44,6,8
3,4,3,43,1,0,44,5,9
3,4,4,43,1,0,46,6,8
3,4,5,43,1,0,52,8,10
3,4,6,43,1,0,49,7,8
3,4,7,43,1,0,57,8,12
3,5,1,43,1,0,34,5,4
3,5,2,43,1,0,39,5,7
3,5,3,43,1,0,44,4,10
3,5,4,43,1,0,47,6,9
3,5,5,43,1,0,55,8,11
3,5,6,43,1,0,58,8,11
3,5,7,43,1,0,57,8,10
3,6,1,43,1,0,33,3,8
3,6,2,43,1,0,45,4,7
3,6,3,43,1,0,51,8,9
3,6,4,43,1,0,52,7,9
3,6,5,43,1,0,56,9,11
3,6,6,43,1,0,58,8,11
3,6,7,43,1,0,58,7,11
4,1,1,43,1,0,8,0,0
4,1,2,43,1,0,23,1,4
4,1,3,43,0,1,26,4,3
4,1,4,43,1,0,34,4,6
4,1,5,43,1,0,16,1,4
4,1,6,43,0,1,29,7,3
4,1,7,43,1,0,31,2,6
4,1,8,43,0,1,30,7,4
4,1,9,43,0,1,39,6,6
4,2,1,43,1,1,23,4,2
4,2,2,43,1,1,31,7,4
4,2,3,43,0,1,37,5,7
4,2,4,43,0,1,34,4,5
4,2,5,43,1,0,47,7,7
4,2,6,43,1,1,38,6,6
4,2,7,43,1,1,45,8,8
4,2,8,43,1,1,51,9,9
4,2,9,43,1,1,48,7,8
4,3,1,43,1,0,32,3,6
4,3,2,43,1,1,37,7,5
4,3,3,43,1,1,46,9,7
4,3,4,43,1,1,36,8,7
4,3,5,43,1,1,48,8,7
4,3,6,43,1,1,52,9,10
4,3,7,43,1,1,46,9,9
4,3,8,43,1,1,54,10,10
4,3,9,43,1,1,55,10,9
4,4,1,43,1,1,33,5,5
4,4,2,43,1,1,36,6,5
4,4,3,43,1,1,45,9,7
4,4,4,43,1,1,52,10,10
4,4,5,43,1,1,45,7,9
4,4,6,43,1,1,51,9,7
4,4,7,43,1,1,52,9,9
4,4,8,43,1,1,51,8,10
4,5,1,43,1,1,34,5,5
4,5,2,43,1,1,47,7,9
4,5,3,43,1,1,44,7,7
4,5,4,43,1,1,55,10,10
4,5,5,43,1,1,55,10,11
4,5,6,43,1,1,55,11,9
4,5,7,43,1,1,54,8,10
4,5,8,43,1,1,59,10,11
4,6,1,43,1,1,37,5,7
4,6,2,43,1,1,47,8,11
4,6,3,43,1,1,49,9,8
4,6,4,43,1,1,57,12,11
4,6,5,43,1,1,55,11,9
4,6,6,43,1,1,51,8,9
4,6,7,43,1,1,56,10,12
4,6,8,43,1,1,62,11,12
4,7,1,43,1,1,40,6,8
4,7,2,43,1,1,43,7,7
4,7,3,43,1,1,56,10,11
4,7,4,43,1,1,55,10,11
4,7,5,43,1,1,57,11,9
4,7,6,43,1,1,61,12,9
4,7,7,43,1,1,57,10,10
4,7,8,43,1,1,63,12,12
4,8,1,43,1,1,43,5,10
4,8,2,43,1,1,50,8,9
4,8,3,43,1,1,54,10,7
4,8,4,43,1,1,60,10,11
4,8,5,43,1,1,61,12,12
4,8,6,43,1,1,56,10,11
4,8,7,43,1,1,61,13,12
4,8,8,43,1,1,63,13,11
4,9,1,43,1,1,45,7,7
4,9,2,43,1,1,50,8,8
4,9,3,43,1,1,54,10,10
4,9,4,43,1,1,57,10,10
4,9,5,43,1,1,62,12,12
4,9,6,43,1,1,61,11,12
4,9,7,43,1,1,63,13,12
4,9,8,43,1,1,64,13,12
1,1,1,44,1,0,20,2,5
1,1,2,44,1,0,34,4,6
1,1,3,44,0,1,21,4,2
1,1,4,44,1,0,22,2,3
1,1,5,44,1,0,33,4,6
1,1,6,44,1,0,32,3,4
1,1,7,44,1,0,38,4,9
1,1,8,44,1,0,40,4,8
1,2,1,44,1,0,24,4,3
1,2,2,44,1,0,30,4,5
1,2,3,44,1,1,36,4,6
1,2,4,44,1,0,31,2,9
1,2,5,44,1,0,42,5,8
1,2,6,44,1,0,41,5,10
1,2,7,44,1,1,38,4,5
1,2,8,44,1,0,46,6,9
1,3,1,44,1,0,21,4,5
1,3,2,44,1,0,39,3,7
1,3,3,44,1,0,31,3,6
1,3,4,44,1,0,41,6,6
1,3,5,44,1,0,37,4,8
1,3,6,44,1,0,40,5,9
1,3,7,44,1,1,49,8,6
1,3,8,44,1,0,47,7,9
1,4,1,44,1,0,33,4,5
1,4,2,44,1,0,35,7,4
1,4,3,44,1,1,46,6,8
1,4,4,44,1,1,53,8,9
1,4,5,44,1,0,46,7,9
1,4,6,44,1,1,51,9,8
1,4,7,44,1,0,52,10,10
1,4,8,44,1,0,48,7,9
1,5,1,44,1,0,33,4,5
1,5,2,44,1,1,44,8,6
1,5,3,44,1,1,41,4,9
1,5,4,44,1,1,48,9,8
1,5,5,44,1,0,50,8,11
1,5,6,44,1,0,57,10,10
1,5,7,44,1,1,52,10,8
1,5,8,44,1,0,50,7,9
1,6,1,44,1,0,36,4,8
1,6,2,44,1,1,40,7,7
1,6,3,44,1,0,43,6,8
1,6,4,44,1,0,45,7,9
1,6,5,44,1,1,50,9,10
1,6,6,44,1,1,56,11,11
1,6,7,44,1,1,60,11,12
1,7,1,44,1,0,38,6,8
1,7,2,44,1,0,45,6,10
1,7,3,44,1,1,46,5,9
1,7,4,44,1,1,45,8,8
1,7,5,44,1,0,53,10,9
1,7,6,44,1,1,56,10,11
1,7,7,44,1,1,48,6,9
1,8,1,44,1,1,34,3,7
1,8,2,44,1,1,44,5,9
1,8,3,44,1,1,46,6,9
1,8,4,44,1,0,51,9,12
1,8,5,44,1,1,49,9,11
1,8,6,44,1,1,56,12,9
1,8,7,44,1,1,58,11,10
1,9,1,44,1,1,33,4,7
1,9,2,44,1,1,51,9,9
1,9,3,44,1,1,57,11,10
1,9,4,44,1,1,51,9,9
1,9,5,44,1,0,57,11,10
1,9,6,44,1,1,60,13,11
1,9,7,44,1,1,57,9,10
1,10,1,44,1,1,38,6,8
1,10,2,44,1,1,44,7,9
1,10,3,44,1,0,51,9,10
1,10,4,44,1,1,56,10,11
1,10,5,44,1,1,56,10,10
1,10,6,44,1,1,59,12,11
1,10,7,44,1,0,60,12,12
1,11,1,44,1,1,43,8,7
1,11,2,44,1,0,50,10,9
1,11,3,44,1,1,51,10,10
1,11,4,44,1,1,54,11,10
1,11,5,44,1,1,51,9,10
1,11,6,44,1,1,59,12,12
1,11,7,44,1,1,59,12,10
1,12,1,44,1,1,45,8,8
1,12,2,44,1,1,52,11,9
1,12,3,44,1,1,52,9,10
1,12,4,44,1,1,54,9,11
1,12,5,44,1,1,51,9,9
1,12,6,44,1,1,59,10,11
1,12,7,44,1,1,57,12,11
1,13,1,44,1,1,47,7,9
1,13,2,44,1,1,50,9,10
