"","site","nsamps","nsubs","repl","hab_woody","hab_grass","rich.tot","rich.pif","rich.for"
"19618",2,11,3,18,1,1,25,4,2
"19619",2,11,3,19,1,1,29,4,3
"19620",2,11,3,20,1,1,29,4,3
"19621",2,11,3,21,1,1,30,5,3
"19622",2,11,3,22,1,1,30,4,3
"19623",2,11,3,23,1,1,27,6,2
"19624",2,11,3,24,1,1,29,6,2
"19625",2,11,3,25,1,1,28,3,3
"19626",2,11,3,26,1,1,26,5,2
"19627",2,11,3,27,1,1,26,5,3
"19628",2,11,3,28,1,1,30,5,3
"19629",2,11,3,29,1,1,27,5,1
"19630",2,11,3,30,1,1,29,6,1
"19631",2,11,3,31,1,1,31,5,3
"19632",2,11,3,32,1,1,30,6,3
"19633",2,11,3,33,1,1,25,4,2
"19634",2,11,3,34,1,1,26,5,1
"19635",2,11,3,35,1,1,31,4,3
"19636",2,11,3,36,1,1,25,4,1
"19637",2,11,3,37,1,1,29,3,3
"19638",2,11,3,38,1,1,28,4,2
"19639",2,11,3,39,1,1,26,4,1
"19640",2,11,3,40,1,1,26,5,1
"19641",2,11,3,41,1,1,30,4,3
"19642",2,11,3,42,1,1,29,4,2
"19643",2,11,3,43,1,1,27,4,1
"19644",2,11,3,44,1,1,32,6,3
"19645",2,11,3,45,1,1,31,5,2
"19646",2,11,3,46,1,1,28,5,3
"19647",2,11,3,47,1,1,27,4,2
"19648",2,11,3,48,1,1,31,5,3
"19649",2,11,3,49,1,1,31,6,2
"19650",2,11,3,50,1,1,28,5,3
"19651",2,11,3,51,1,1,33,6,3
"19652",2,11,3,52,1,1,29,6,2
"19653",2,11,3,53,1,1,30,6,3
"19654",2,11,3,54,1,1,28,4,2
"19655",2,11,3,55,1,1,29,5,2
"19656",2,11,3,56,1,1,30,5,3
"19657",2,11,3,57,1,1,27,5,1
"19658",2,11,3,58,1,1,27,6,3
"19659",2,11,3,59,1,1,29,5,2
"19660",2,11,3,60,1,1,31,4,3
"19661",2,11,3,61,1,1,26,4,3
"19662",2,11,3,62,1,1,27,4,2
"19663",2,11,3,63,1,1,31,5,3
"19664",2,11,3,64,1,1,30,6,3
"19665",2,11,3,65,1,1,29,4,2
"19666",2,11,3,66,1,1,28,4,2
"19667",2,11,3,67,1,1,25,4,1
"19668",2,11,3,68,1,1,29,4,3
"19669",2,11,3,69,1,1,26,4,2
"19670",2,11,3,70,1,1,29,5,2
"19671",2,11,3,71,1,1,28,4,3
"19672",2,11,3,72,1,1,27,5,3
"19673",2,11,3,73,1,1,28,4,3
"19674",2,11,3,74,1,1,28,4,2
"19675",2,11,3,75,1,1,29,6,2
"19676",2,11,3,76,1,1,28,4,3
"19677",2,11,3,77,1,1,30,4,3
"19678",2,11,3,78,1,1,29,5,2
"19679",2,11,3,79,1,1,30,6,2
"19680",2,11,3,80,1,1,28,4,3
"19681",2,11,3,81,1,1,26,3,2
"19682",2,11,3,82,1,1,30,5,3
"19683",2,11,3,83,1,1,31,5,3
"19684",2,11,3,84,1,1,28,5,2
"19685",2,11,3,85,1,1,26,4,1
"19686",2,11,3,86,1,1,32,5,3
"19687",2,11,3,87,1,1,28,4,3
"19688",2,11,3,88,1,1,30,5,3
"19689",2,11,3,89,1,1,26,4,1
"19690",2,11,3,90,1,1,22,4,1
"19691",2,11,3,91,1,1,30,4,2
"19692",2,11,3,92,1,1,29,5,3
"19693",2,11,3,93,1,1,29,4,3
"19694",2,11,3,94,1,1,28,4,3
"19695",2,11,3,95,1,1,26,4,1
"19696",2,11,3,96,1,1,29,6,3
"19697",2,11,3,97,1,1,29,5,2
"19698",2,11,3,98,1,1,28,5,2
"19699",2,11,3,99,1,1,29,5,3
"19700",2,11,3,100,1,1,24,6,1
"19701",2,11,4,1,1,1,31,5,3
"19702",2,11,4,2,1,1,33,5,3
"19703",2,11,4,3,1,1,30,6,3
"19704",2,11,4,4,1,1,32,5,3
"19705",2,11,4,5,1,1,32,5,3
"19706",2,11,4,6,1,1,32,4,3
"19707",2,11,4,7,1,1,30,6,2
"19708",2,11,4,8,1,1,32,6,3
"19709",2,11,4,9,1,1,34,6,3
"19710",2,11,4,10,1,1,30,5,2
"19711",2,11,4,11,1,1,30,5,1
"19712",2,11,4,12,1,1,35,6,3
"19713",2,11,4,13,1,1,30,4,3
"19714",2,11,4,14,1,1,32,6,3
"19715",2,11,4,15,1,1,33,5,3
"19716",2,11,4,16,1,1,28,5,3
"19717",2,11,4,17,1,1,30,6,2
"19718",2,11,4,18,1,1,29,3,3
"19719",2,11,4,19,1,1,31,6,3
"19720",2,11,4,20,1,1,28,4,2
"19721",2,11,4,21,1,1,29,5,3
"19722",2,11,4,22,1,1,31,5,3
"19723",2,11,4,23,1,1,29,6,3
"19724",2,11,4,24,1,1,33,6,3
"19725",2,11,4,25,1,1,34,6,2
"19726",2,11,4,26,1,1,31,5,3
"19727",2,11,4,27,1,1,32,4,3
"19728",2,11,4,28,1,1,31,5,2
"19729",2,11,4,29,1,1,31,5,3
"19730",2,11,4,30,1,1,30,5,3
"19731",2,11,4,31,1,1,30,5,2
"19732",2,11,4,32,1,1,33,6,3
"19733",2,11,4,33,1,1,31,6,1
"19734",2,11,4,34,1,1,34,5,3
"19735",2,11,4,35,1,1,32,6,3
"19736",2,11,4,36,1,1,30,5,1
"19737",2,11,4,37,1,1,28,5,3
"19738",2,11,4,38,1,1,29,6,2
"19739",2,11,4,39,1,1,27,6,2
"19740",2,11,4,40,1,1,34,6,3
"19741",2,11,4,41,1,1,33,6,3
"19742",2,11,4,42,1,1,33,5,3
"19743",2,11,4,43,1,1,31,6,2
"19744",2,11,4,44,1,1,31,5,3
"19745",2,11,4,45,1,1,33,5,3
"19746",2,11,4,46,1,1,31,6,3
"19747",2,11,4,47,1,1,29,5,1
"19748",2,11,4,48,1,1,28,4,3
"19749",2,11,4,49,1,1,31,6,3
"19750",2,11,4,50,1,1,34,5,3
"19751",2,11,4,51,1,1,32,5,3
"19752",2,11,4,52,1,1,33,5,3
"19753",2,11,4,53,1,1,31,5,3
"19754",2,11,4,54,1,1,32,5,2
"19755",2,11,4,55,1,1,29,6,3
"19756",2,11,4,56,1,1,31,3,3
"19757",2,11,4,57,1,1,29,4,2
"19758",2,11,4,58,1,1,27,6,2
"19759",2,11,4,59,1,1,33,6,3
"19760",2,11,4,60,1,1,33,6,2
"19761",2,11,4,61,1,1,30,5,2
"19762",2,11,4,62,1,1,33,3,3
"19763",2,11,4,63,1,1,31,6,2
"19764",2,11,4,64,1,1,32,5,3
"19765",2,11,4,65,1,1,33,5,3
"19766",2,11,4,66,1,1,32,6,3
"19767",2,11,4,67,1,1,32,6,2
"19768",2,11,4,68,1,1,31,6,2
"19769",2,11,4,69,1,1,27,4,3
"19770",2,11,4,70,1,1,31,6,2
"19771",2,11,4,71,1,1,32,6,2
"19772",2,11,4,72,1,1,26,4,2
"19773",2,11,4,73,1,1,35,6,3
"19774",2,11,4,74,1,1,31,5,1
"19775",2,11,4,75,1,1,33,5,3
"19776",2,11,4,76,1,1,31,6,3
"19777",2,11,4,77,1,1,29,4,2
"19778",2,11,4,78,1,1,30,5,2
"19779",2,11,4,79,1,1,32,5,3
"19780",2,11,4,80,1,1,30,6,2
"19781",2,11,4,81,1,1,32,6,1
"19782",2,11,4,82,1,1,31,4,3
"19783",2,11,4,83,1,1,34,6,3
"19784",2,11,4,84,1,1,32,6,3
"19785",2,11,4,85,1,1,31,5,2
"19786",2,11,4,86,1,1,28,4,3
"19787",2,11,4,87,1,1,30,6,2
"19788",2,11,4,88,1,1,31,6,2
"19789",2,11,4,89,1,1,32,6,3
"19790",2,11,4,90,1,1,32,6,3
"19791",2,11,4,91,1,1,31,5,3
"19792",2,11,4,92,1,1,33,5,3
"19793",2,11,4,93,1,1,33,6,3
"19794",2,11,4,94,1,1,28,5,2
"19795",2,11,4,95,1,1,31,4,3
"19796",2,11,4,96,1,1,28,5,2
"19797",2,11,4,97,1,1,29,5,2
"19798",2,11,4,98,1,1,31,5,2
"19799",2,11,4,99,1,1,28,5,2
"19800",2,11,4,100,1,1,31,6,3
"19801",2,11,5,1,1,1,32,5,3
"19802",2,11,5,2,1,1,34,6,2
"19803",2,11,5,3,1,1,34,5,3
"19804",2,11,5,4,1,1,32,5,2
"19805",2,11,5,5,1,1,34,6,3
"19806",2,11,5,6,1,1,36,6,3
"19807",2,11,5,7,1,1,32,6,3
"19808",2,11,5,8,1,1,32,5,2
"19809",2,11,5,9,1,1,31,5,3
"19810",2,11,5,10,1,1,30,5,2
"19811",2,11,5,11,1,1,34,5,3
"19812",2,11,5,12,1,1,33,6,3
"19813",2,11,5,13,1,1,34,5,3
"19814",2,11,5,14,1,1,32,5,2
"19815",2,11,5,15,1,1,35,6,3
"19816",2,11,5,16,1,1,32,6,2
"19817",2,11,5,17,1,1,36,6,3
"19818",2,11,5,18,1,1,36,6,3
"19819",2,11,5,19,1,1,32,5,3
"19820",2,11,5,20,1,1,32,5,2
"19821",2,11,5,21,1,1,36,6,3
"19822",2,11,5,22,1,1,33,5,3
"19823",2,11,5,23,1,1,35,6,3
"19824",2,11,5,24,1,1,29,6,2
"19825",2,11,5,25,1,1,32,5,3
"19826",2,11,5,26,1,1,33,5,3
"19827",2,11,5,27,1,1,33,6,3
"19828",2,11,5,28,1,1,34,5,3
"19829",2,11,5,29,1,1,34,5,3
"19830",2,11,5,30,1,1,34,6,3
"19831",2,11,5,31,1,1,32,6,3
"19832",2,11,5,32,1,1,33,4,3
"19833",2,11,5,33,1,1,29,5,3
"19834",2,11,5,34,1,1,35,6,3
"19835",2,11,5,35,1,1,34,6,3
"19836",2,11,5,36,1,1,34,6,3
"19837",2,11,5,37,1,1,35,6,3
"19838",2,11,5,38,1,1,32,5,3
"19839",2,11,5,39,1,1,30,5,2
"19840",2,11,5,40,1,1,30,4,3
"19841",2,11,5,41,1,1,33,6,2
"19842",2,11,5,42,1,1,34,6,3
"19843",2,11,5,43,1,1,36,6,3
"19844",2,11,5,44,1,1,34,6,3
"19845",2,11,5,45,1,1,36,6,3
"19846",2,11,5,46,1,1,35,6,3
"19847",2,11,5,47,1,1,35,6,3
"19848",2,11,5,48,1,1,31,5,3
"19849",2,11,5,49,1,1,33,5,3
"19850",2,11,5,50,1,1,31,5,3
"19851",2,11,5,51,1,1,35,6,3
"19852",2,11,5,52,1,1,30,5,3
"19853",2,11,5,53,1,1,34,6,3
"19854",2,11,5,54,1,1,32,5,3
"19855",2,11,5,55,1,1,32,6,3
"19856",2,11,5,56,1,1,34,6,3
"19857",2,11,5,57,1,1,30,4,3
"19858",2,11,5,58,1,1,33,6,3
"19859",2,11,5,59,1,1,34,6,3
"19860",2,11,5,60,1,1,34,6,3
"19861",2,11,5,61,1,1,33,6,2
"19862",2,11,5,62,1,1,32,5,2
"19863",2,11,5,63,1,1,32,5,3
"19864",2,11,5,64,1,1,35,6,3
"19865",2,11,5,65,1,1,32,6,3
"19866",2,11,5,66,1,1,33,5,3
"19867",2,11,5,67,1,1,33,6,3
"19868",2,11,5,68,1,1,35,6,3
"19869",2,11,5,69,1,1,34,5,3
"19870",2,11,5,70,1,1,33,5,3
"19871",2,11,5,71,1,1,32,6,2
"19872",2,11,5,72,1,1,31,6,3
"19873",2,11,5,73,1,1,33,6,2
"19874",2,11,5,74,1,1,33,5,3
"19875",2,11,5,75,1,1,32,6,3
"19876",2,11,5,76,1,1,35,6,3
"19877",2,11,5,77,1,1,36,6,3
"19878",2,11,5,78,1,1,34,5,3
"19879",2,11,5,79,1,1,32,5,1
"19880",2,11,5,80,1,1,36,6,3
"19881",2,11,5,81,1,1,32,5,3
"19882",2,11,5,82,1,1,30,5,3
"19883",2,11,5,83,1,1,34,6,3
"19884",2,11,5,84,1,1,32,5,3
"19885",2,11,5,85,1,1,34,6,2
"19886",2,11,5,86,1,1,36,6,3
"19887",2,11,5,87,1,1,32,5,3
"19888",2,11,5,88,1,1,33,5,3
"19889",2,11,5,89,1,1,34,5,3
"19890",2,11,5,90,1,1,34,6,3
"19891",2,11,5,91,1,1,33,5,3
"19892",2,11,5,92,1,1,36,6,3
"19893",2,11,5,93,1,1,28,4,3
"19894",2,11,5,94,1,1,34,5,3
"19895",2,11,5,95,1,1,34,6,3
"19896",2,11,5,96,1,1,32,6,3
"19897",2,11,5,97,1,1,34,6,3
"19898",2,11,5,98,1,1,32,5,3
"19899",2,11,5,99,1,1,33,5,2
"19900",2,11,5,100,1,1,33,6,3
"19901",2,12,1,1,1,1,17,3,0
"19902",2,12,1,2,1,1,25,5,1
"19903",2,12,1,3,1,1,20,4,0
"19904",2,12,1,4,1,1,25,3,3
"19905",2,12,1,5,1,1,20,4,0
"19906",2,12,1,6,1,1,20,3,0
"19907",2,12,1,7,1,1,23,4,1
"19908",2,12,1,8,1,1,18,5,0
"19909",2,12,1,9,1,1,22,3,1
"19910",2,12,1,10,1,1,22,5,1
"19911",2,12,1,11,1,1,19,3,0
"19912",2,12,1,12,1,1,25,4,3
"19913",2,12,1,13,1,1,22,4,0
"19914",2,12,1,14,1,1,18,3,1
"19915",2,12,1,15,1,1,19,3,0
"19916",2,12,1,16,1,1,19,3,1
"19917",2,12,1,17,1,1,22,3,1
"19918",2,12,1,18,1,1,22,5,1
"19919",2,12,1,19,1,1,21,4,0
"19920",2,12,1,20,1,1,24,4,2
"19921",2,12,1,21,1,1,24,4,3
"19922",2,12,1,22,1,1,23,3,2
"19923",2,12,1,23,1,1,19,4,0
"19924",2,12,1,24,1,1,20,4,1
"19925",2,12,1,25,1,1,20,4,0
"19926",2,12,1,26,1,1,24,4,1
"19927",2,12,1,27,1,1,21,4,1
"19928",2,12,1,28,1,1,21,3,0
"19929",2,12,1,29,1,1,18,3,1
"19930",2,12,1,30,1,1,19,4,1
"19931",2,12,1,31,1,1,23,4,0
"19932",2,12,1,32,1,1,21,5,1
"19933",2,12,1,33,1,1,22,3,2
"19934",2,12,1,34,1,1,19,3,0
"19935",2,12,1,35,1,1,21,5,0
"19936",2,12,1,36,1,1,20,3,1
"19937",2,12,1,37,1,1,20,3,1
"19938",2,12,1,38,1,1,22,5,1
"19939",2,12,1,39,1,1,21,4,1
"19940",2,12,1,40,1,1,16,3,1
"19941",2,12,1,41,1,1,24,4,2
"19942",2,12,1,42,1,1,23,4,3
"19943",2,12,1,43,1,1,22,3,1
"19944",2,12,1,44,1,1,17,3,0
"19945",2,12,1,45,1,1,23,4,2
"19946",2,12,1,46,1,1,21,4,0
"19947",2,12,1,47,1,1,17,3,1
"19948",2,12,1,48,1,1,17,3,0
"19949",2,12,1,49,1,1,21,3,1
"19950",2,12,1,50,1,1,20,4,0
"19951",2,12,1,51,1,1,23,3,2
"19952",2,12,1,52,1,1,20,3,1
"19953",2,12,1,53,1,1,20,3,1
"19954",2,12,1,54,1,1,23,3,3
"19955",2,12,1,55,1,1,19,3,1
"19956",2,12,1,56,1,1,22,4,1
"19957",2,12,1,57,1,1,22,4,2
"19958",2,12,1,58,1,1,22,4,1
"19959",2,12,1,59,1,1,19,4,1
"19960",2,12,1,60,1,1,19,3,2
"19961",2,12,1,61,1,1,23,4,3
"19962",2,12,1,62,1,1,19,4,0
"19963",2,12,1,63,1,1,23,3,1
"19964",2,12,1,64,1,1,17,5,0
"19965",2,12,1,65,1,1,18,3,0
"19966",2,12,1,66,1,1,20,4,0
"19967",2,12,1,67,1,1,21,3,1
"19968",2,12,1,68,1,1,20,4,0
"19969",2,12,1,69,1,1,20,3,1
"19970",2,12,1,70,1,1,17,3,1
"19971",2,12,1,71,1,1,20,3,0
"19972",2,12,1,72,1,1,23,4,1
"19973",2,12,1,73,1,1,19,4,0
"19974",2,12,1,74,1,1,22,4,1
"19975",2,12,1,75,1,1,20,4,0
"19976",2,12,1,76,1,1,22,4,2
"19977",2,12,1,77,1,1,20,4,0
"19978",2,12,1,78,1,1,19,4,0
"19979",2,12,1,79,1,1,24,4,1
"19980",2,12,1,80,1,1,20,3,0
"19981",2,12,1,81,1,1,23,5,2
"19982",2,12,1,82,1,1,22,4,1
"19983",2,12,1,83,1,1,21,3,0
"19984",2,12,1,84,1,1,20,4,0
"19985",2,12,1,85,1,1,22,4,0
"19986",2,12,1,86,1,1,21,4,0
"19987",2,12,1,87,1,1,20,5,0
"19988",2,12,1,88,1,1,23,4,2
"19989",2,12,1,89,1,1,21,3,1
"19990",2,12,1,90,1,1,19,4,1
"19991",2,12,1,91,1,1,21,4,1
"19992",2,12,1,92,1,1,23,6,2
"19993",2,12,1,93,1,1,21,5,2
"19994",2,12,1,94,1,1,22,3,2
"19995",2,12,1,95,1,1,20,4,0
"19996",2,12,1,96,1,1,21,3,1
"19997",2,12,1,97,1,1,21,3,2
"19998",2,12,1,98,1,1,19,3,2
"19999",2,12,1,99,1,1,20,3,2
"20000",2,12,1,100,1,1,20,4,0
"20001",2,12,2,1,1,1,27,4,2
"20002",2,12,2,2,1,1,23,4,1
"20003",2,12,2,3,1,1,27,5,2
"20004",2,12,2,4,1,1,30,6,3
"20005",2,12,2,5,1,1,27,5,1
"20006",2,12,2,6,1,1,26,5,3
"20007",2,12,2,7,1,1,25,5,1
"20008",2,12,2,8,1,1,30,6,3
"20009",2,12,2,9,1,1,22,4,1
"20010",2,12,2,10,1,1,26,4,1
"20011",2,12,2,11,1,1,24,4,0
"20012",2,12,2,12,1,1,27,4,3
"20013",2,12,2,13,1,1,23,4,0
"20014",2,12,2,14,1,1,26,4,2
"20015",2,12,2,15,1,1,30,5,3
"20016",2,12,2,16,1,1,31,5,3
"20017",2,12,2,17,1,1,24,3,3
"20018",2,12,2,18,1,1,29,6,3
"20019",2,12,2,19,1,1,25,5,2
"20020",2,12,2,20,1,1,29,5,3
"20021",2,12,2,21,1,1,24,5,0
"20022",2,12,2,22,1,1,26,5,1
"20023",2,12,2,23,1,1,27,6,2
"20024",2,12,2,24,1,1,25,5,1
"20025",2,12,2,25,1,1,26,4,3
"20026",2,12,2,26,1,1,24,5,1
"20027",2,12,2,27,1,1,23,4,1
"20028",2,12,2,28,1,1,27,4,3
"20029",2,12,2,29,1,1,23,4,1
"20030",2,12,2,30,1,1,27,5,1
"20031",2,12,2,31,1,1,23,5,1
"20032",2,12,2,32,1,1,25,4,3
"20033",2,12,2,33,1,1,29,4,3
"20034",2,12,2,34,1,1,29,5,3
"20035",2,12,2,35,1,1,21,3,1
"20036",2,12,2,36,1,1,26,6,2
"20037",2,12,2,37,1,1,26,5,2
"20038",2,12,2,38,1,1,24,4,2
"20039",2,12,2,39,1,1,27,5,1
"20040",2,12,2,40,1,1,29,5,2
"20041",2,12,2,41,1,1,28,6,1
"20042",2,12,2,42,1,1,25,5,1
"20043",2,12,2,43,1,1,25,3,2
"20044",2,12,2,44,1,1,28,5,3
"20045",2,12,2,45,1,1,25,4,0
"20046",2,12,2,46,1,1,26,4,1
"20047",2,12,2,47,1,1,27,4,2
"20048",2,12,2,48,1,1,26,4,2
"20049",2,12,2,49,1,1,27,4,1
"20050",2,12,2,50,1,1,28,6,2
"20051",2,12,2,51,1,1,24,4,1
"20052",2,12,2,52,1,1,26,4,2
"20053",2,12,2,53,1,1,29,4,3
"20054",2,12,2,54,1,1,24,4,2
"20055",2,12,2,55,1,1,24,4,1
"20056",2,12,2,56,1,1,26,5,2
"20057",2,12,2,57,1,1,24,5,1
"20058",2,12,2,58,1,1,27,6,2
"20059",2,12,2,59,1,1,27,5,1
"20060",2,12,2,60,1,1,27,5,3
"20061",2,12,2,61,1,1,26,5,2
"20062",2,12,2,62,1,1,27,4,3
"20063",2,12,2,63,1,1,27,5,1
"20064",2,12,2,64,1,1,27,5,3
"20065",2,12,2,65,1,1,27,5,2
"20066",2,12,2,66,1,1,21,3,2
"20067",2,12,2,67,1,1,28,4,1
"20068",2,12,2,68,1,1,25,4,3
"20069",2,12,2,69,1,1,25,4,3
"20070",2,12,2,70,1,1,28,5,2
"20071",2,12,2,71,1,1,27,4,3
"20072",2,12,2,72,1,1,27,5,2
"20073",2,12,2,73,1,1,26,3,1
"20074",2,12,2,74,1,1,25,5,2
"20075",2,12,2,75,1,1,25,3,1
"20076",2,12,2,76,1,1,25,5,1
"20077",2,12,2,77,1,1,25,4,1
"20078",2,12,2,78,1,1,25,4,2
"20079",2,12,2,79,1,1,27,5,1
"20080",2,12,2,80,1,1,24,4,2
"20081",2,12,2,81,1,1,27,5,1
"20082",2,12,2,82,1,1,27,3,2
"20083",2,12,2,83,1,1,29,4,3
"20084",2,12,2,84,1,1,23,5,2
"20085",2,12,2,85,1,1,28,4,3
"20086",2,12,2,86,1,1,24,4,2
"20087",2,12,2,87,1,1,24,4,1
"20088",2,12,2,88,1,1,28,4,3
"20089",2,12,2,89,1,1,26,4,1
"20090",2,12,2,90,1,1,26,4,2
"20091",2,12,2,91,1,1,27,4,2
"20092",2,12,2,92,1,1,22,4,0
"20093",2,12,2,93,1,1,27,6,1
"20094",2,12,2,94,1,1,29,6,3
"20095",2,12,2,95,1,1,33,5,3
"20096",2,12,2,96,1,1,24,3,1
"20097",2,12,2,97,1,1,26,3,3
"20098",2,12,2,98,1,1,27,5,2
"20099",2,12,2,99,1,1,28,5,3
"20100",2,12,2,100,1,1,25,4,1
"20101",2,12,3,1,1,1,29,3,3
"20102",2,12,3,2,1,1,30,5,3
"20103",2,12,3,3,1,1,32,4,3
"20104",2,12,3,4,1,1,27,5,3
"20105",2,12,3,5,1,1,26,6,2
"20106",2,12,3,6,1,1,28,5,2
"20107",2,12,3,7,1,1,27,5,2
"20108",2,12,3,8,1,1,26,4,2
"20109",2,12,3,9,1,1,30,4,2
"20110",2,12,3,10,1,1,33,5,3
"20111",2,12,3,11,1,1,29,5,3
"20112",2,12,3,12,1,1,31,6,3
"20113",2,12,3,13,1,1,30,5,2
"20114",2,12,3,14,1,1,31,5,2
"20115",2,12,3,15,1,1,32,5,3
"20116",2,12,3,16,1,1,31,6,3
"20117",2,12,3,17,1,1,27,5,2
"20118",2,12,3,18,1,1,31,5,3
"20119",2,12,3,19,1,1,31,5,3
"20120",2,12,3,20,1,1,25,4,1
"20121",2,12,3,21,1,1,29,5,3
"20122",2,12,3,22,1,1,31,6,3
"20123",2,12,3,23,1,1,29,6,2
"20124",2,12,3,24,1,1,26,5,2
"20125",2,12,3,25,1,1,27,5,0
"20126",2,12,3,26,1,1,31,5,3
"20127",2,12,3,27,1,1,30,5,3
"20128",2,12,3,28,1,1,26,4,2
"20129",2,12,3,29,1,1,32,6,2
"20130",2,12,3,30,1,1,27,4,2
"20131",2,12,3,31,1,1,30,6,2
"20132",2,12,3,32,1,1,32,6,3
"20133",2,12,3,33,1,1,32,6,3
"20134",2,12,3,34,1,1,29,5,3
"20135",2,12,3,35,1,1,24,5,1
"20136",2,12,3,36,1,1,31,5,2
"20137",2,12,3,37,1,1,29,5,2
"20138",2,12,3,38,1,1,29,6,3
"20139",2,12,3,39,1,1,30,4,3
"20140",2,12,3,40,1,1,30,4,3
"20141",2,12,3,41,1,1,29,4,3
"20142",2,12,3,42,1,1,29,5,1
"20143",2,12,3,43,1,1,29,4,3
"20144",2,12,3,44,1,1,28,4,3
"20145",2,12,3,45,1,1,28,4,2
"20146",2,12,3,46,1,1,30,4,3
"20147",2,12,3,47,1,1,30,5,3
"20148",2,12,3,48,1,1,29,5,1
"20149",2,12,3,49,1,1,26,4,2
"20150",2,12,3,50,1,1,26,5,2
"20151",2,12,3,51,1,1,34,5,3
"20152",2,12,3,52,1,1,27,5,2
"20153",2,12,3,53,1,1,34,6,3
"20154",2,12,3,54,1,1,27,5,2
"20155",2,12,3,55,1,1,29,4,3
"20156",2,12,3,56,1,1,33,6,3
"20157",2,12,3,57,1,1,24,5,1
"20158",2,12,3,58,1,1,31,5,3
"20159",2,12,3,59,1,1,27,4,2
"20160",2,12,3,60,1,1,28,4,2
"20161",2,12,3,61,1,1,29,5,2
"20162",2,12,3,62,1,1,27,5,1
"20163",2,12,3,63,1,1,30,5,2
"20164",2,12,3,64,1,1,30,5,2
"20165",2,12,3,65,1,1,33,5,3
"20166",2,12,3,66,1,1,32,5,3
"20167",2,12,3,67,1,1,30,4,3
"20168",2,12,3,68,1,1,31,6,3
"20169",2,12,3,69,1,1,29,4,2
"20170",2,12,3,70,1,1,29,5,2
"20171",2,12,3,71,1,1,30,4,2
"20172",2,12,3,72,1,1,27,4,2
"20173",2,12,3,73,1,1,34,5,3
"20174",2,12,3,74,1,1,30,5,2
"20175",2,12,3,75,1,1,30,5,3
"20176",2,12,3,76,1,1,29,4,3
"20177",2,12,3,77,1,1,30,6,2
"20178",2,12,3,78,1,1,30,4,3
"20179",2,12,3,79,1,1,26,4,2
"20180",2,12,3,80,1,1,32,5,3
"20181",2,12,3,81,1,1,30,4,3
"20182",2,12,3,82,1,1,28,6,2
"20183",2,12,3,83,1,1,32,6,2
"20184",2,12,3,84,1,1,30,3,3
"20185",2,12,3,85,1,1,32,5,3
"20186",2,12,3,86,1,1,26,6,0
"20187",2,12,3,87,1,1,30,6,2
"20188",2,12,3,88,1,1,29,5,2
"20189",2,12,3,89,1,1,29,5,2
"20190",2,12,3,90,1,1,27,5,1
"20191",2,12,3,91,1,1,31,5,3
"20192",2,12,3,92,1,1,31,6,2
"20193",2,12,3,93,1,1,33,6,3
"20194",2,12,3,94,1,1,27,5,0
"20195",2,12,3,95,1,1,30,6,2
"20196",2,12,3,96,1,1,30,5,3
"20197",2,12,3,97,1,1,28,5,3
"20198",2,12,3,98,1,1,32,4,3
"20199",2,12,3,99,1,1,24,4,2
"20200",2,12,3,100,1,1,26,4,1
"20201",2,12,4,1,1,1,29,6,2
"20202",2,12,4,2,1,1,32,6,3
"20203",2,12,4,3,1,1,30,4,2
"20204",2,12,4,4,1,1,28,5,2
"20205",2,12,4,5,1,1,30,6,1
"20206",2,12,4,6,1,1,32,6,3
"20207",2,12,4,7,1,1,28,5,2
"20208",2,12,4,8,1,1,30,6,2
"20209",2,12,4,9,1,1,31,6,3
"20210",2,12,4,10,1,1,35,6,3
"20211",2,12,4,11,1,1,30,5,2
"20212",2,12,4,12,1,1,31,6,2
"20213",2,12,4,13,1,1,31,6,2
"20214",2,12,4,14,1,1,33,6,3
"20215",2,12,4,15,1,1,30,5,3
"20216",2,12,4,16,1,1,31,5,2
"20217",2,12,4,17,1,1,32,4,3
"20218",2,12,4,18,1,1,33,6,2
"20219",2,12,4,19,1,1,31,6,2
"20220",2,12,4,20,1,1,30,5,2
"20221",2,12,4,21,1,1,30,6,2
"20222",2,12,4,22,1,1,33,5,3
"20223",2,12,4,23,1,1,33,6,3
"20224",2,12,4,24,1,1,33,6,3
"20225",2,12,4,25,1,1,33,5,3
"20226",2,12,4,26,1,1,31,5,3
"20227",2,12,4,27,1,1,34,5,3
"20228",2,12,4,28,1,1,29,5,2
"20229",2,12,4,29,1,1,30,5,2
"20230",2,12,4,30,1,1,30,5,2
"20231",2,12,4,31,1,1,33,5,3
"20232",2,12,4,32,1,1,34,6,3
"20233",2,12,4,33,1,1,32,5,3
"20234",2,12,4,34,1,1,28,6,3
"20235",2,12,4,35,1,1,32,6,2
"20236",2,12,4,36,1,1,31,5,3
"20237",2,12,4,37,1,1,29,5,1
"20238",2,12,4,38,1,1,33,6,3
"20239",2,12,4,39,1,1,29,6,3
"20240",2,12,4,40,1,1,31,5,3
"20241",2,12,4,41,1,1,31,5,2
"20242",2,12,4,42,1,1,32,6,1
"20243",2,12,4,43,1,1,32,4,3
"20244",2,12,4,44,1,1,33,4,3
"20245",2,12,4,45,1,1,31,5,3
"20246",2,12,4,46,1,1,32,6,3
"20247",2,12,4,47,1,1,30,6,1
"20248",2,12,4,48,1,1,34,6,3
"20249",2,12,4,49,1,1,33,5,3
"20250",2,12,4,50,1,1,34,6,3
"20251",2,12,4,51,1,1,33,5,2
